id,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
869,741,Oricorio Sensu Style,7,Normal,Dancing,2,Ghost,Flying,0.6,3.4,1,Dancer,None,None,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
870,742,Cutiefly,7,Normal,Bee Fly,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190.0,70.0,61.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
871,743,Ribombee,7,Normal,Bee Fly,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75.0,70.0,162.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
872,744,Rockruff,7,Normal,Puppy,1,Rock,None,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
873,744,Own Tempo Rockruff,7,Normal,Puppy,1,Rock,None,0.5,9.2,1,Own Tempo,None,None,280,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
874,745,Lycanroc Midday Form,7,Normal,Wolf,1,Rock,None,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
875,745,Lycanroc Midnight Form,7,Normal,Wolf,1,Rock,None,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
876,745,Lycanroc Dusk Form,7,Normal,Wolf,1,Rock,None,0.8,25.0,1,Tough Claws,None,None,487,75,117,65,55,65,110,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
877,746,Wishiwashi Solo Form,7,Normal,Small Fry,1,Water,None,0.2,0.3,1,Schooling,None,None,175,45,20,20,25,25,40,60.0,70.0,61.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
878,746,Wishiwashi School Form,7,Normal,Small Fry,1,Water,None,8.2,78.6,1,Schooling,None,None,620,45,140,130,140,135,30,60.0,70.0,217.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
879,747,Mareanie,7,Normal,Brutal Star,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190.0,70.0,61.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
880,748,Toxapex,7,Normal,Brutal Star,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75.0,70.0,173.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
881,749,Mudbray,7,Normal,Donkey,1,Ground,None,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190.0,70.0,77.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
882,750,Mudsdale,7,Normal,Draft Horse,1,Ground,None,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60.0,70.0,175.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
883,751,Dewpider,7,Normal,Water Bubble,2,Water,Bug,0.3,4.0,2,Water Bubble,None,Water Absorb,269,38,40,52,40,72,27,200.0,70.0,54.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
884,752,Araquanid,7,Normal,Water Bubble,2,Water,Bug,1.8,82.0,2,Water Bubble,None,Water Absorb,454,68,70,92,50,132,42,100.0,70.0,159.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
885,753,Fomantis,7,Normal,Sickle Grass,1,Grass,None,0.3,1.5,2,Leaf Guard,None,Contrary,250,40,55,35,50,35,35,190.0,70.0,50.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
886,754,Lurantis,7,Normal,Bloom Sickle,1,Grass,None,0.9,18.5,2,Leaf Guard,None,Contrary,480,70,105,90,80,90,45,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
887,755,Morelull,7,Normal,Illuminating,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190.0,70.0,57.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
888,756,Shiinotic,7,Normal,Illuminating,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75.0,70.0,142.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
889,757,Salandit,7,Normal,Toxic Lizard,2,Poison,Fire,0.6,4.8,2,Corrosion,None,Oblivious,320,48,44,40,71,40,77,120.0,70.0,64.0,Medium Fast,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
890,758,Salazzle,7,Normal,Toxic Lizard,2,Poison,Fire,1.2,22.2,2,Corrosion,None,Oblivious,480,68,64,60,111,60,117,45.0,70.0,168.0,Medium Fast,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
891,759,Stufful,7,Normal,Flailing,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140.0,70.0,68.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
892,760,Bewear,7,Normal,Strong Arm,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70.0,70.0,175.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
893,761,Bounsweet,7,Normal,Fruit,1,Grass,None,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235.0,70.0,42.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
894,762,Steenee,7,Normal,Fruit,1,Grass,None,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120.0,70.0,102.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
895,763,Tsareena,7,Normal,Fruit,1,Grass,None,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45.0,70.0,230.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
896,764,Comfey,7,Normal,Posy Picker,1,Fairy,None,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60.0,70.0,170.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
897,765,Oranguru,7,Normal,Sage,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45.0,70.0,172.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
898,766,Passimian,7,Normal,Teamwork,1,Fighting,None,2.0,82.8,2,Receiver,None,Defiant,490,100,120,90,40,60,80,45.0,70.0,172.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
899,767,Wimpod,7,Normal,Turn Tail,2,Bug,Water,0.5,12.0,1,Wimp Out,None,None,230,25,35,40,20,30,80,90.0,70.0,46.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
900,768,Golisopod,7,Normal,Hard Scale,2,Bug,Water,2.0,108.0,1,Emergency Exit,None,None,530,75,125,140,60,90,40,45.0,70.0,186.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
901,769,Sandygast,7,Normal,Sand Heap,2,Ghost,Ground,0.5,70.0,2,Water Compaction,None,Sand Veil,320,55,55,80,70,45,15,140.0,70.0,64.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
902,770,Palossand,7,Normal,Sand Castle,2,Ghost,Ground,1.3,250.0,2,Water Compaction,None,Sand Veil,480,85,75,110,100,75,35,60.0,70.0,168.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
903,771,Pyukumuku,7,Normal,Sea Cucumber,1,Water,None,0.3,1.2,2,Innards Out,None,Unaware,410,55,60,130,30,130,5,60.0,70.0,144.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
904,772,Type: Null,7,Sub Legendary,Synthetic,1,Normal,None,1.9,120.5,1,Battle Armor,None,None,534,95,95,95,95,95,59,3.0,0.0,107.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
905,773,Silvally,7,Sub Legendary,Synthetic,1,Normal,None,2.3,100.5,1,RKS System,None,None,570,95,95,95,95,95,95,3.0,0.0,257.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
906,774,Minior Meteor Form,7,Normal,Meteor,2,Rock,Flying,0.3,40.0,1,Shields Down,None,None,440,60,60,100,60,100,60,30.0,70.0,154.0,Medium Slow,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
907,774,Minior Core Form,7,Normal,Meteor,2,Rock,Flying,0.3,0.3,1,Shields Down,None,None,500,60,100,60,100,60,120,30.0,70.0,175.0,Medium Slow,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
908,775,Komala,7,Normal,Drowsing,1,Normal,None,0.4,19.9,1,Comatose,None,None,480,65,115,65,75,95,65,45.0,70.0,168.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
909,776,Turtonator,7,Normal,Blast Turtle,2,Fire,Dragon,2.0,212.0,1,Shell Armor,None,None,485,60,78,135,91,85,36,70.0,70.0,170.0,Medium Fast,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
910,777,Togedemaru,7,Normal,Roly-Poly,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180.0,70.0,152.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
911,778,Mimikyu,7,Normal,Disguise,2,Ghost,Fairy,0.2,0.7,1,Disguise,None,None,476,55,90,80,50,105,96,45.0,70.0,167.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
912,779,Bruxish,7,Normal,Gnash Teeth,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80.0,70.0,166.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
913,780,Drampa,7,Normal,Placid,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70.0,70.0,170.0,Medium Fast,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
914,781,Dhelmise,7,Normal,Sea Creeper,2,Ghost,Grass,3.9,210.0,1,Steelworker,None,None,517,70,131,100,86,90,40,25.0,70.0,181.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
915,782,Jangmo-o,7,Normal,Scaly,1,Dragon,None,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45.0,70.0,60.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
916,783,Hakamo-o,7,Normal,Scaly,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45.0,70.0,147.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
917,784,Kommo-o,7,Normal,Scaly,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45.0,70.0,270.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
918,785,Tapu Koko,7,Sub Legendary,Land Spirit,2,Electric,Fairy,1.8,20.5,2,Electric Surge,None,Telepathy,570,70,115,85,95,75,130,3.0,70.0,257.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
919,786,Tapu Lele,7,Sub Legendary,Land Spirit,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,None,Telepathy,570,70,85,75,130,115,95,3.0,70.0,257.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
920,787,Tapu Bulu,7,Sub Legendary,Land Spirit,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,None,Telepathy,570,70,130,115,85,95,75,3.0,70.0,257.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
921,788,Tapu Fini,7,Sub Legendary,Land Spirit,2,Water,Fairy,1.3,21.2,2,Misty Surge,None,Telepathy,570,70,75,115,95,130,85,3.0,70.0,257.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
922,789,Cosmog,7,Legendary,Nebula,1,Psychic,None,0.2,0.1,1,Unaware,None,None,200,43,29,31,29,31,37,45.0,0.0,40.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
923,790,Cosmoem,7,Legendary,Protostar,1,Psychic,None,0.1,999.9,1,Sturdy,None,None,400,43,29,131,29,131,37,45.0,0.0,140.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
924,791,Solgaleo,7,Legendary,Sunne,2,Psychic,Steel,3.4,230.0,1,Full Metal Body,None,None,680,137,137,107,113,89,97,45.0,0.0,306.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
925,792,Lunala,7,Legendary,Moone,2,Psychic,Ghost,4.0,120.0,1,Shadow Shield,None,None,680,137,113,89,137,107,97,45.0,0.0,306.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
926,793,Nihilego,7,Sub Legendary,Parasite,2,Rock,Poison,1.2,55.5,1,Beast Boost,None,None,570,109,53,47,127,131,103,45.0,0.0,257.0,Slow,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
927,794,Buzzwole,7,Sub Legendary,Swollen,2,Bug,Fighting,2.4,333.6,1,Beast Boost,None,None,570,107,139,139,53,53,79,45.0,0.0,257.0,Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
928,795,Pheromosa,7,Sub Legendary,Lissome,2,Bug,Fighting,1.8,25.0,1,Beast Boost,None,None,570,71,137,37,137,37,151,45.0,0.0,257.0,Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
929,796,Xurkitree,7,Sub Legendary,Glowing,1,Electric,None,3.8,100.0,1,Beast Boost,None,None,570,83,89,71,173,71,83,45.0,0.0,257.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
930,797,Celesteela,7,Sub Legendary,Launch,2,Steel,Flying,9.2,999.9,1,Beast Boost,None,None,570,97,101,103,107,101,61,45.0,0.0,257.0,Slow,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
931,798,Kartana,7,Sub Legendary,Drawn Sword,2,Grass,Steel,0.3,0.1,1,Beast Boost,None,None,570,59,181,131,59,31,109,45.0,0.0,257.0,Slow,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
932,799,Guzzlord,7,Sub Legendary,Junkivore,2,Dark,Dragon,5.5,888.0,1,Beast Boost,None,None,570,223,101,53,97,53,43,45.0,0.0,257.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
933,800,Necrozma,7,Legendary,Prism,1,Psychic,None,2.4,230.0,1,Prism Armor,None,None,600,97,107,101,127,89,79,255.0,0.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
934,800,Dusk Mane Necrozma,7,Legendary,Prism,2,Psychic,Steel,3.8,460.0,1,Prism Armor,None,None,680,97,157,127,113,109,77,3.0,0.0,306.0,Slow,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5
935,800,Dawn Wings Necrozma,7,Legendary,Prism,2,Psychic,Ghost,4.2,350.0,1,Prism Armor,None,None,680,97,113,109,157,127,77,3.0,0.0,306.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,3.0,1.0,1.0
936,800,Ultra Necrozma,7,Legendary,Prism,2,Psychic,Dragon,7.5,230.0,1,Neuroforce,None,None,754,97,167,97,167,97,129,3.0,0.0,339.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
937,801,Magearna,7,Mythical,Artificial,2,Steel,Fairy,1.0,80.5,1,Soul-Heart,None,None,600,80,95,115,130,115,65,3.0,0.0,270.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
938,802,Marshadow,7,Mythical,Gloomdweller,2,Fighting,Ghost,0.7,22.2,1,Technician,None,None,600,90,125,80,90,90,125,3.0,0.0,270.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0
939,803,Poipole,7,Sub Legendary,Poison Pin,1,Poison,None,0.6,1.8,1,Beast Boost,None,None,420,67,73,67,73,67,73,45.0,0.0,189.0,Slow,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
940,804,Naganadel,7,Sub Legendary,Poison Pin,2,Poison,Dragon,3.6,150.0,1,Beast Boost,None,None,540,73,73,73,127,73,121,45.0,0.0,243.0,Slow,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
941,805,Stakataka,7,Sub Legendary,Rampart,2,Rock,Steel,5.5,820.0,1,Beast Boost,None,None,570,61,131,211,53,101,13,30.0,0.0,257.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
942,806,Blacephalon,7,Sub Legendary,Fireworks,2,Fire,Ghost,1.8,13.0,1,Beast Boost,None,None,570,53,127,53,151,79,107,30.0,0.0,257.0,Slow,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
943,807,Zeraora,7,Mythical,Thunderclap,1,Electric,None,1.5,44.5,1,Volt Absorb,None,None,600,88,112,75,102,80,143,3.0,0.0,270.0,Slow,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
944,808,Meltan,7,Mythical,Hex Nut,1,Steel,None,0.2,8.0,1,Magnet Pull,None,None,300,46,65,65,55,35,34,3.0,,,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
945,809,Melmetal,7,Mythical,Hex Nut,1,Steel,None,2.5,800.0,1,Iron Fist,None,None,600,135,143,143,80,65,34,3.0,,,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
946,810,Grookey,8,Normal,Chimp,1,Grass,None,0.3,5.0,2,Overgrow,None,Grassy Surge,310,50,65,50,40,40,65,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
947,811,Thwackey,8,Normal,Beat,1,Grass,None,0.7,14.0,2,Overgrow,None,Grassy Surge,420,70,85,70,55,60,80,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
948,812,Rillaboom,8,Normal,Drummer,1,Grass,None,2.1,90.0,2,Overgrow,None,Grassy Surge,530,100,125,90,60,70,85,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
949,813,Scorbunny,8,Normal,Rabbit,1,Fire,None,0.3,4.5,2,Blaze,None,Libero,310,50,71,40,40,40,69,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
950,814,Raboot,8,Normal,Rabbit,1,Fire,None,0.6,9.0,2,Blaze,None,Libero,420,65,86,60,55,60,94,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
951,815,Cinderace,8,Normal,Striker,1,Fire,None,1.4,33.0,2,Blaze,None,Libero,530,80,116,75,65,75,119,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
952,816,Sobble,8,Normal,Water Lizard,1,Water,None,0.3,4.0,2,Torrent,None,Sniper,310,50,40,40,70,40,70,45.0,,,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
953,817,Drizzile,8,Normal,Water lizard,1,Water,None,0.7,11.5,2,Torrent,None,Sniper,420,65,60,55,95,55,90,45.0,,,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
